Source,Target,Source_repo,Target_repo
635730,668685,tripleo-heat-templates,python-tripleoclient
635730,663631,tripleo-heat-templates,python-tripleoclient
635730,636282,tripleo-heat-templates,python-tripleoclient
635566,635541,puppet-neutron,releases
635565,635539,puppet-tripleo,releases
635221,635278,project-config,governance
635160,574783,neutron-lib,neutron
634818,634817,project-config,governance
634443,636912,puppet-tripleo,tripleo-heat-templates
634443,636878,puppet-tripleo,tripleo-heat-templates
634443,634444,puppet-tripleo,tripleo-heat-templates
633408,633203,blazar-tempest-plugin,blazar
633245,636911,puppet-tripleo,tripleo-heat-templates
633245,636877,puppet-tripleo,tripleo-heat-templates
633245,633246,puppet-tripleo,tripleo-heat-templates
633238,636910,puppet-tripleo,tripleo-heat-templates
633238,636876,puppet-tripleo,tripleo-heat-templates
633238,633239,puppet-tripleo,tripleo-heat-templates
633216,636909,puppet-tripleo,tripleo-heat-templates
633216,636875,puppet-tripleo,tripleo-heat-templates
633216,633217,puppet-tripleo,tripleo-heat-templates
633171,636908,puppet-tripleo,tripleo-heat-templates
633171,636874,puppet-tripleo,tripleo-heat-templates
633171,633170,puppet-tripleo,tripleo-heat-templates
632635,632520,devstack,python-keystoneclient
631515,624751,neutron-lib,neutron
631326,631324,project-config,governance
631252,631251,project-config,governance
628850,628860,project-config,governance
628209,628210,project-config,governance
627151,623229,python-tripleoclient,openstack-zuul-jobs
626838,623229,kolla-ansible,openstack-zuul-jobs
626747,623229,oslo.config,openstack-zuul-jobs
626746,623229,kolla,openstack-zuul-jobs
626745,623229,diskimage-builder,openstack-zuul-jobs
626744,623229,python-vitrageclient,openstack-zuul-jobs
626743,623229,python-tackerclient,openstack-zuul-jobs
626742,623229,python-swiftclient,openstack-zuul-jobs
626741,623229,python-senlinclient,openstack-zuul-jobs
626738,623229,python-mistralclient,openstack-zuul-jobs
626737,623229,python-masakariclient,openstack-zuul-jobs
626736,623229,python-magnumclient,openstack-zuul-jobs
626734,623229,python-freezerclient,openstack-zuul-jobs
626733,623229,python-congressclient,openstack-zuul-jobs
626732,623229,python-brick-cinderclient-ext,openstack-zuul-jobs
626731,623229,python-blazarclient,openstack-zuul-jobs
626730,623229,python-barbicanclient,openstack-zuul-jobs
626728,623229,pymod2pkg,openstack-zuul-jobs
626727,623229,sahara-dashboard,openstack-zuul-jobs
626726,623229,sahara-image-elements,openstack-zuul-jobs
626725,623229,solum-dashboard,openstack-zuul-jobs
626724,623229,stevedore,openstack-zuul-jobs
626723,623229,tacker-horizon,openstack-zuul-jobs
626722,623229,tacker,openstack-zuul-jobs
626720,623229,tap-as-a-service,openstack-zuul-jobs
626718,623229,watcher-dashboard,openstack-zuul-jobs
626717,623229,watcher,openstack-zuul-jobs
626714,623229,nova-powervm,openstack-zuul-jobs
626711,623229,neutron-lbaas-dashboard,openstack-zuul-jobs
626709,623229,networking-powervm,openstack-zuul-jobs
626708,623229,networking-hyperv,openstack-zuul-jobs
626704,623229,os-win,openstack-zuul-jobs
626703,623229,os-client-config,openstack-zuul-jobs
626702,623229,osc-lib,openstack-zuul-jobs
626701,623229,murano-agent,openstack-zuul-jobs
626700,623229,mox3,openstack-zuul-jobs
626698,623229,monasca-common,openstack-zuul-jobs
626695,623229,mistral-lib,openstack-zuul-jobs
626694,623229,masakari,openstack-zuul-jobs
626693,623229,masakari-monitors,openstack-zuul-jobs
626692,623229,ldappool,openstack-zuul-jobs
626691,623229,keystoneauth,openstack-zuul-jobs
626690,623229,ironic-ui,openstack-zuul-jobs
626687,623229,horizon,openstack-zuul-jobs
626686,623229,heat-dashboard,openstack-zuul-jobs
626685,623229,heat-cfntools,openstack-zuul-jobs
626684,623229,glance_store,openstack-zuul-jobs
626683,623229,futurist,openstack-zuul-jobs
626681,623229,freezer,openstack-zuul-jobs
626680,623229,freezer-web-ui,openstack-zuul-jobs
626679,623229,freezer-api,openstack-zuul-jobs
626677,623229,ec2-api,openstack-zuul-jobs
626676,623229,debtcollector,openstack-zuul-jobs
626675,623229,congress-dashboard,openstack-zuul-jobs
626674,623229,compute-hyperv,openstack-zuul-jobs
626673,623229,cliff,openstack-zuul-jobs
626672,623229,castellan,openstack-zuul-jobs
626671,623229,blazar,openstack-zuul-jobs
626669,623229,blazar-dashboard,openstack-zuul-jobs
626664,623229,automaton,openstack-zuul-jobs
626660,623229,oslo.vmware,openstack-zuul-jobs
626659,623229,oslo.versionedobjects,openstack-zuul-jobs
626658,623229,oslo.utils,openstack-zuul-jobs
626657,623229,oslo.service,openstack-zuul-jobs
626656,623229,oslo.serialization,openstack-zuul-jobs
626655,623229,oslo.rootwrap,openstack-zuul-jobs
626654,623229,oslo.reports,openstack-zuul-jobs
626653,623229,oslo.privsep,openstack-zuul-jobs
626652,623229,oslo.policy,openstack-zuul-jobs
626651,623229,oslo.middleware,openstack-zuul-jobs
626650,623229,oslo.log,openstack-zuul-jobs
626648,623229,oslo.limit,openstack-zuul-jobs
626647,623229,oslo.db,openstack-zuul-jobs
626646,623229,oslo.context,openstack-zuul-jobs
626645,623229,oslo.cache,openstack-zuul-jobs
626210,630999,neutron-lib,neutron
625944,624532,releases,python-tripleoclient
625759,624993,openstacksdk,requirements
625370,624993,openstacksdk,requirements
625009,624934,project-config,releases
624036,624038,rally-openstack,neutron
623352,636907,puppet-tripleo,tripleo-heat-templates
623352,636873,puppet-tripleo,tripleo-heat-templates
623352,623353,puppet-tripleo,tripleo-heat-templates
623229,622972,openstack-zuul-jobs,nova
622613,622612,openstack-zuul-jobs,grenade
622494,620357,tempest,neutron
622488,620357,requirements,neutron
622486,620357,openstacksdk,neutron
622480,620357,openstack-zuul-jobs,neutron
622453,620357,nova,neutron
622448,620357,cinder,neutron
622444,620357,glance,neutron
622428,620357,keystone,neutron
620485,621733,grenade,placement
620373,619379,tripleo-heat-templates,puppet-keystone
620356,620357,grenade,neutron
619992,619973,heat,devstack
619985,619973,ceilometer,devstack
619984,619973,trove,devstack
619751,619642,devstack,neutron-tempest-plugin
619639,585037,devstack,neutron
619235,619538,project-config,governance
617809,555398,designate-tempest-plugin,designate
617321,617204,project-config,openstack-ansible-os_monasca-ui
617321,617212,project-config,project-config
617276,617277,shade,bifrost
617275,617276,bifrost,shade
617212,617322,project-config,governance
617212,617322,project-config,governance
617212,617322,project-config,governance
617204,617212,openstack-ansible-os_monasca-ui,project-config
617204,617322,openstack-ansible-os_monasca-ui,governance
617204,617212,openstack-ansible-os_monasca-ui,project-config
617204,617322,openstack-ansible-os_monasca-ui,governance
617195,617204,requirements,openstack-ansible-os_monasca-ui
617195,617212,requirements,project-config
617195,617321,requirements,project-config
617195,617322,requirements,governance
616452,616362,python-tripleoclient,tripleo-heat-templates
615855,615856,project-config,governance
615643,615602,oslo.limit,nova
615639,615637,releases,project-config
615636,615637,election,project-config
615441,574372,requirements,futurist
615402,615399,zun,zun-tempest-plugin
615241,615242,openstack-zuul-jobs,project-config
615241,615242,openstack-zuul-jobs,project-config
615241,615242,openstack-zuul-jobs,project-config
615239,615241,project-config,openstack-zuul-jobs
615237,615239,openstack-zuul-jobs,project-config
615236,615237,project-config,openstack-zuul-jobs
614896,615187,project-config,governance
614802,608761,manila,manila
613149,584061,neutron-lib,neutron
612873,580829,python-tripleoclient,tripleo-heat-templates
612055,611930,openstack-ansible-tests,openstack-ansible-os_manila
611893,611896,project-config,governance
611892,611895,project-config,governance
610182,610184,neutron,neutron
609901,609823,openstack-zuul-jobs,ceilometer-powervm
609847,609848,neutron-lib,neutron
609567,607538,openstackdocstheme,election
609531,610015,project-config,governance
609270,608283,project-config,governance
608867,608866,project-config,governance
608693,572082,os-vif,nova
608442,608443,governance,project-config
608345,608403,project-config,governance
608157,594750,openstack-ansible-os_horizon,openstack-ansible-os_horizon
607635,559182,puppet-tripleo,tripleo-heat-templates
605893,593878,project-config,manila-ui
605893,593881,project-config,manila-ui
605893,593884,project-config,manila-ui
605810,604929,devstack,manila
605478,559182,puppet-tripleo,tripleo-heat-templates
605291,604929,manila,manila
605242,604929,manila,manila
605043,604926,keystoneauth,openstacksdk
604889,604890,project-config,governance
604657,516926,manila,manila
603489,603516,project-config,governance
603281,603282,keystone-tempest-plugin,project-config
602871,602870,project-config,governance
602783,612431,project-config,governance
602494,602654,openstack-ansible-tests,openstack-ansible-os_sahara
602493,602483,project-config,governance
601826,601768,charm-interface-openstack-ha,charm-interface-openstack-ha
600855,600370,releases,networking-bagpipe
600793,444175,neutron,networking-bagpipe
600793,423518,neutron,networking-bagpipe
600397,600411,project-config,governance
600161,600162,placement,devstack
599894,599895,zun,python-zunclient
599553,599558,openstack-zuul-jobs,placement
599429,599428,project-config,governance
599202,599203,zun,python-zunclient
598472,595412,kolla,kolla
598362,598380,project-config,governance
598131,584890,openstack-zuul-jobs,designate-dashboard
596743,596746,project-config,governance
596645,590636,openstack-zuul-jobs,project-config
593488,593489,project-config,openstack-zuul-jobs
592621,579371,openstack-ansible-rsyslog_server,openstack-ansible-tests
592620,579371,openstack-ansible-rsyslog_client,openstack-ansible-tests
592619,579371,openstack-ansible-repo_server,openstack-ansible-tests
592618,579371,openstack-ansible-repo_build,openstack-ansible-tests
592617,579371,openstack-ansible-rabbitmq_server,openstack-ansible-tests
592616,579371,openstack-ansible-plugins,openstack-ansible-tests
592615,579371,openstack-ansible-pip_install,openstack-ansible-tests
592614,579371,openstack-ansible-os_zun,openstack-ansible-tests
592613,579371,openstack-ansible-os_zaqar,openstack-ansible-tests
592612,579371,openstack-ansible-os_watcher,openstack-ansible-tests
592611,579371,openstack-ansible-os_trove,openstack-ansible-tests
592610,579371,openstack-ansible-os_tempest,openstack-ansible-tests
592609,579371,openstack-ansible-os_tacker,openstack-ansible-tests
592608,579371,openstack-ansible-os_swift,openstack-ansible-tests
592607,579371,openstack-ansible-os_searchlight,openstack-ansible-tests
592606,579371,openstack-ansible-os_sahara,openstack-ansible-tests
592605,579371,openstack-ansible-os_rally,openstack-ansible-tests
592604,579371,openstack-ansible-os_panko,openstack-ansible-tests
592603,579371,openstack-ansible-os_octavia,openstack-ansible-tests
592602,579371,openstack-ansible-os_nova,openstack-ansible-tests
592601,579371,openstack-ansible-os_neutron,openstack-ansible-tests
592600,579371,openstack-ansible-os_monasca-ui,openstack-ansible-tests
592599,579371,openstack-ansible-os_monasca-agent,openstack-ansible-tests
592598,579371,openstack-ansible-os_monasca,openstack-ansible-tests
592597,579371,openstack-ansible-os_molteniron,openstack-ansible-tests
592595,579371,openstack-ansible-os_masakari,openstack-ansible-tests
592594,579371,openstack-ansible-os_magnum,openstack-ansible-tests
592593,579371,openstack-ansible-os_keystone,openstack-ansible-tests
592592,579371,openstack-ansible-os_ironic,openstack-ansible-tests
592590,579371,openstack-ansible-os_horizon,openstack-ansible-tests
592589,579371,openstack-ansible-os_heat,openstack-ansible-tests
592588,579371,openstack-ansible-os_gnocchi,openstack-ansible-tests
592587,579371,openstack-ansible-os_glance,openstack-ansible-tests
592513,579371,openstack-ansible-os_designate,openstack-ansible-tests
592512,579371,openstack-ansible-os_congress,openstack-ansible-tests
592511,579371,openstack-ansible-os_cloudkitty,openstack-ansible-tests
592510,579371,openstack-ansible-os_cinder,openstack-ansible-tests
592509,579371,openstack-ansible-os_ceilometer,openstack-ansible-tests
592504,579371,openstack-ansible-os_barbican,openstack-ansible-tests
592502,579371,openstack-ansible-os_aodh,openstack-ansible-tests
592501,579371,openstack-ansible-os_almanach,openstack-ansible-tests
592499,579371,openstack-ansible-ops,openstack-ansible-tests
592498,579371,openstack-ansible-openstack_openrc,openstack-ansible-tests
592496,579371,openstack-ansible-openstack_hosts,openstack-ansible-tests
592495,579371,openstack-ansible-nspawn_hosts,openstack-ansible-tests
592494,579371,openstack-ansible-nspawn_container_create,openstack-ansible-tests
592493,579371,openstack-ansible-memcached_server,openstack-ansible-tests
592492,579371,openstack-ansible-lxc_hosts,openstack-ansible-tests
592491,579371,openstack-ansible-lxc_container_create,openstack-ansible-tests
592490,579371,openstack-ansible-haproxy_server,openstack-ansible-tests
592487,579371,openstack-ansible-galera_server,openstack-ansible-tests
592485,579371,openstack-ansible-galera_client,openstack-ansible-tests
592484,579371,openstack-ansible-ceph_client,openstack-ansible-tests
592483,579371,openstack-ansible-apt_package_pinning,openstack-ansible-tests
592481,579371,openstack-ansible,openstack-ansible-tests
592480,579371,ansible-role-systemd_service,openstack-ansible-tests
592479,579371,ansible-role-systemd_networkd,openstack-ansible-tests
592478,579371,ansible-role-systemd_mount,openstack-ansible-tests
592477,579371,ansible-role-python_venv_build,openstack-ansible-tests
592476,579371,ansible-config_template,openstack-ansible-tests
592308,592276,tempest,releases
591546,591559,project-config,governance
591409,563736,neutron-lbaas,neutron
591026,591027,openstack-zuul-jobs,project-config
590069,564494,devstack,openstacksdk
589129,589133,project-config,governance
588355,588358,project-config,governance
588191,588190,openstack-ansible-tests,openstack-ansible-os_cinder
587108,528649,swift,project-config
586567,586597,neutron-lib,neutron
585471,585473,project-config,governance
585176,585167,openstack-ansible-os_rally,openstack-ansible
585175,585175,openstack-ansible-os_rally,openstack-ansible-os_rally
585170,585165,openstack-ansible-os_rally,openstack-ansible
584903,584906,neutron-lib,neutron
584857,606081,openstack-ansible-haproxy_server,openstack-ansible
584394,584387,openstack-ansible,openstack-ansible-repo_server
584393,584385,openstack-ansible,openstack-ansible-repo_server
583723,579045,openstack-helm-infra,openstack-helm
583441,574907,tempest,neutron
583428,583427,openstack-ansible-tests,openstack-ansible-os_sahara
583415,583416,project-config,governance
583146,581377,devstack-gate,devstack
583110,582698,tripleo-ci,tempest
583023,583024,nova,project-config
582436,656451,tripleo-heat-templates,puppet-tripleo
582436,656244,tripleo-heat-templates,puppet-tripleo
582436,582437,tripleo-heat-templates,puppet-tripleo
582130,580663,oslotest,cinder
581532,581487,neutron-tempest-plugin,releases
581449,578955,charm-neutron-api,charm-neutron-dynamic-routing
581427,581428,project-config,governance
581087,532691,project-config,sahara-extra
581087,581096,project-config,openstack-zuul-jobs
580481,580482,requirements,taskflow
580481,574371,requirements,futurist
579950,579952,project-config,governance
579301,579303,project-config,project-config
578024,577807,glance,oslo.policy
577796,576001,openstack-helm-infra,openstack-helm
577220,577223,neutron-lib,neutron
577139,577141,project-config,openstack-zuul-jobs
576787,576792,charm-hacluster,charm-percona-cluster
574882,578963,project-config,governance
574781,574783,neutron-lib,neutron
574149,572243,tempest,keystone
573174,573135,barbican-tempest-plugin,tempest
573169,573135,manila-tempest-plugin,tempest
573168,573135,ironic-tempest-plugin,tempest
573167,573135,congress-tempest-plugin,tempest
573164,573135,blazar-tempest-plugin,tempest
573163,573135,watcher-tempest-plugin,tempest
572551,572556,project-config,governance
572371,572527,project-config,governance
572283,574633,manila,python-manilaclient
572283,580582,manila,manila-tempest-plugin
572251,572083,openstack-zuul-jobs,project-config
572081,572082,os-vif,nova
571677,550987,neutron,neutron-tempest-plugin
571676,550987,neutron,neutron-tempest-plugin
571675,550987,neutron,neutron-tempest-plugin
571571,596535,pbr,project-config
571496,571504,project-config,governance
570959,571462,os-vif,nova
570906,570905,openstack-ansible,openstack-ansible-os_rally
570708,579534,manila,manila-tempest-plugin
570708,571366,manila,python-manilaclient
569569,569447,neutron,requirements
569426,569432,puppet-nova,puppet-openstack-integration
569174,568898,zun,zun-tempest-plugin
569171,568898,zun,zun-tempest-plugin
569170,568898,zun,zun-tempest-plugin
568951,568950,devstack,patrole
568942,568943,zun-tempest-plugin,zun
568893,568938,puppet-glance,puppet-openstack-integration
568726,568727,project-config,governance
568573,568324,puppet-openstacklib,puppet-neutron
568529,568728,kolla,kolla-ansible
568517,568522,openstack-ansible-os_glance,openstack-ansible-tests
568517,568531,openstack-ansible-os_glance,openstack-ansible
568481,568485,openstack-ansible-os_glance,openstack-ansible
568481,568492,openstack-ansible-os_glance,openstack-ansible-tests
568324,568871,puppet-neutron,puppet-openstack-integration
568207,567779,requirements,project-config
568146,568142,openstack-ansible,openstack-ansible-os_glance
567779,565221,project-config,kolla-kubernetes
567779,568209,project-config,openstack-zuul-jobs
567498,408008,networking-bgpvpn,networking-bagpipe
566956,566958,project-config,governance
566905,565233,tripleo-quickstart-extras,python-tripleoclient
566904,565233,tripleo-ci,python-tripleoclient
566540,566541,project-config,governance
566524,565233,tripleo-quickstart-extras,python-tripleoclient
566523,565233,tripleo-ci,python-tripleoclient
566471,563481,openstack-helm-infra,openstack-helm
566326,562032,tripleo-quickstart-extras,python-tripleoclient
566182,566184,neutron,neutron-lib
565956,561377,tripleo-common,tripleo-heat-templates
565479,564494,devstack,openstacksdk
565288,551290,nova,glance
565221,568174,kolla-kubernetes,project-config
564823,564830,project-config,governance
564819,564830,project-config,governance
564711,564099,project-config,magnum-ui
564558,564329,releases,openstack-zuul-jobs
564299,564494,keystoneauth,openstacksdk
564074,564075,project-config,governance
563883,563882,project-config,openstack-zuul-jobs
563780,563736,neutron-lbaas,neutron
563777,562032,tripleo-ci,python-tripleoclient
563323,563330,project-config,governance
563197,563198,project-config,governance
563173,544025,requirements,heat-tempest-plugin
562874,556136,devstack,patrole
562615,562617,project-config,governance
562568,562569,project-config,openstack-zuul-jobs
562567,562569,cinder,openstack-zuul-jobs
562567,562568,cinder,project-config
562134,561362,puppet-openstack-integration,puppet-nova
562029,561709,requirements,heat-tempest-plugin
560907,558741,neutron,networking-bgpvpn
560826,559747,neutron,networking-bagpipe
559537,559539,project-config,governance
559377,559378,project-config,openstack-zuul-jobs
559116,359061,requirements,python-ironicclient
558430,558463,horizon,magnum-ui
558204,558205,project-config,openstack-zuul-jobs
557737,557733,governance,project-config
557645,557635,project-config,openstack-zuul-jobs
556817,554926,tripleo-heat-templates,tripleo-common
556598,555830,project-config,governance
555897,555900,project-config,governance
555707,555712,project-config,governance
554551,542594,zun,zun-tempest-plugin
553975,553977,project-config,governance
553653,555450,tempest,devstack
553653,553655,tempest,devstack
553653,553139,tempest,tempest
553499,550987,neutron,neutron-tempest-plugin
553392,553393,project-config,governance
552861,552866,project-config,governance
551978,551980,project-config,governance
551858,551883,project-config,governance
551856,551965,project-config,governance
551855,551958,project-config,governance
551850,551957,project-config,governance
551845,551873,project-config,governance
551841,551870,project-config,governance
551291,551016,glance,project-config
551290,551016,glance,project-config
551285,551016,glance,project-config
551016,551019,project-config,openstack-zuul-jobs
551016,551019,project-config,openstack-zuul-jobs
551016,551019,project-config,openstack-zuul-jobs
551008,551011,project-config,openstack-zuul-jobs
550996,550999,project-config,openstack-zuul-jobs
550985,551016,glance,project-config
550984,551008,castellan,project-config
550831,550475,neutron,requirements
550830,550475,horizon,requirements
550491,550496,project-config,governance
550290,550567,puppet-tripleo,tripleo-heat-templates
550290,548401,puppet-tripleo,tripleo-heat-templates
550289,550567,puppet-tripleo,tripleo-heat-templates
550289,548401,puppet-tripleo,tripleo-heat-templates
550130,553368,project-config,project-config
549854,550567,puppet-tripleo,tripleo-heat-templates
549854,548401,puppet-tripleo,tripleo-heat-templates
548416,548398,instack-undercloud,puppet-tripleo
546695,546694,project-config,openstack-zuul-jobs
546678,546679,project-config,governance
546571,546572,project-config,governance
546260,546421,project-config,project-config
546075,546091,project-config,governance
545824,545827,project-config,governance
545792,539077,freezer-api,freezer-api
545792,545730,freezer-api,freezer-api
545436,512699,requirements,osc-lib
545146,545117,devstack,openstacksdk
544531,544300,networking-bgpvpn,networking-bagpipe
544531,540376,networking-bgpvpn,networking-bagpipe
544155,542594,zun,zun-tempest-plugin
544027,544035,project-config,openstack-zuul-jobs
540687,534725,charm-specs,charm-neutron-api
540669,540670,kolla-kubernetes,project-config
540602,540603,project-config,openstack-zuul-jobs
540600,540602,openstack-zuul-jobs,project-config
540586,540592,openstack-zuul-jobs,project-config
540421,537542,oslo.messaging,oslo.messaging
540319,539111,ec2-api,openstack-zuul-jobs
539887,539874,openstack-zuul-jobs,project-config
539241,535532,requirements,nova
539109,539111,project-config,openstack-zuul-jobs
539107,539111,ec2-api,openstack-zuul-jobs
538342,538344,project-config,openstack-zuul-jobs
538200,513228,tap-as-a-service,project-config
538199,513228,tap-as-a-service,project-config
536169,536170,python-troveclient,trove-tempest-plugin
536098,536099,rally,project-config
536091,536092,neutron-fwaas,project-config
535812,535811,project-config,openstack-zuul-jobs
535734,535735,project-config,openstack-zuul-jobs
535530,535532,python-neutronclient,nova
534880,511150,project-config,openstack-zuul-jobs
534744,527713,mistral,mistral-tempest-plugin
533802,465636,cinder,cinder
533792,531498,requirements,glance
533635,451534,neutron,networking-sfc
533348,531496,project-config,openstack-zuul-jobs
533280,533281,murano-tempest-plugin,murano
533279,533280,murano,murano-tempest-plugin
533273,534735,project-config,governance
533222,533225,octavia-tempest-plugin,tempest
533219,533225,neutron-tempest-plugin,tempest
533217,533225,networking-l2gw-tempest-plugin,tempest
533215,533225,horizon,tempest
533025,533026,project-config,governance
532542,534180,project-config,governance
532195,532197,openstack-zuul-jobs,project-config
532177,523018,project-config,openstack-zuul-jobs
531604,531605,project-config,governance
531536,531537,project-config,openstack-zuul-jobs
531197,465636,cinder,cinder
530500,531496,project-config,openstack-zuul-jobs
530239,530240,project-config,openstack-zuul-jobs
530124,530125,project-config,openstack-zuul-jobs
530113,530124,training-labs,project-config
530100,530101,project-config,openstack-zuul-jobs
529951,522861,openstacksdk,osc-lib
529944,529946,devstack,project-config
529498,529499,project-config,openstack-zuul-jobs
529142,534981,manila,manila-tempest-plugin
529093,529095,openstack-zuul-jobs,project-config
528672,528666,project-config,governance
528649,528650,project-config,openstack-zuul-jobs
528644,528645,project-config,openstack-zuul-jobs
528582,528649,swift,project-config
528580,528581,project-config,openstack-zuul-jobs
528554,528555,project-config,openstack-zuul-jobs
528553,528554,devstack-gate,project-config
528500,528501,project-config,openstack-zuul-jobs
528333,528334,project-config,openstack-zuul-jobs
528234,528235,project-config,openstack-zuul-jobs
528082,528083,project-config,openstack-zuul-jobs
528082,527861,project-config,octavia-dashboard
528082,527863,project-config,neutron-lbaas-dashboard
527930,527931,project-config,openstack-zuul-jobs
527910,527889,devstack,tempest
527713,509428,mistral-tempest-plugin,mistral
527146,510154,project-config,networking-bagpipe
527122,527119,project-config,governance
526959,526958,searchlight-ui,project-config
526959,526960,searchlight-ui,openstack-zuul-jobs
526958,526960,project-config,openstack-zuul-jobs
526956,526955,glance_store,project-config
526956,526957,glance_store,openstack-zuul-jobs
526955,526957,project-config,openstack-zuul-jobs
526951,526950,glance,project-config
526951,526952,glance,openstack-zuul-jobs
526950,526952,project-config,openstack-zuul-jobs
526944,526947,project-config,governance
526863,526862,project-config,governance
526844,526846,project-config,governance
526841,526842,project-config,governance
526836,526838,project-config,governance
526313,526097,project-config,designate
526269,522713,zun-tempest-plugin,zun
525776,471245,tripleo-heat-templates,tripleo-heat-templates
525530,525528,project-config,openstack-zuul-jobs
525270,525328,project-config,governance
525175,525176,project-config,openstack-zuul-jobs
525052,525066,project-config,governance
525045,525044,python-glanceclient,project-config
525045,525046,python-glanceclient,openstack-zuul-jobs
525044,525046,project-config,openstack-zuul-jobs
524874,524873,openstack-ansible-os_neutron,openstack-ansible
524869,524868,project-config,governance
524645,524643,project-config,cliff
524540,521346,openstack-zuul-jobs,neutron-dynamic-routing
524438,447505,oslotest,nova
524438,447502,oslotest,nova
524438,470775,oslotest,nova
524395,524353,project-config,os-api-ref
524395,524394,project-config,openstack-zuul-jobs
524305,524256,freezer,project-config
524256,524549,project-config,openstack-zuul-jobs
524232,524237,project-config,openstack-zuul-jobs
524079,524124,project-config,openstack-zuul-jobs
523433,523098,openstack-zuul-jobs,project-config
523393,521941,tripleo-quickstart-extras,python-tripleoclient
523369,523368,project-config,openstack-zuul-jobs
523359,523369,neutron-vpnaas,project-config
523359,523368,neutron-vpnaas,openstack-zuul-jobs
523231,524232,keystone,project-config
523231,524237,keystone,openstack-zuul-jobs
523124,523126,project-config,governance
523019,523018,project-config,openstack-zuul-jobs
522900,522901,osc-lib,python-openstackclient
522734,522737,openstack-ansible,openstack-ansible-os_nova
522734,522736,openstack-ansible,openstack-ansible-os_nova
522734,522735,openstack-ansible,openstack-ansible-os_nova
522734,522510,openstack-ansible,openstack-ansible-os_nova
522732,522737,openstack-ansible,openstack-ansible-os_nova
522732,522736,openstack-ansible,openstack-ansible-os_nova
522732,522735,openstack-ansible,openstack-ansible-os_nova
522732,522510,openstack-ansible,openstack-ansible-os_nova
522731,522737,openstack-ansible,openstack-ansible-os_nova
522731,522736,openstack-ansible,openstack-ansible-os_nova
522731,522735,openstack-ansible,openstack-ansible-os_nova
522731,522510,openstack-ansible,openstack-ansible-os_nova
522543,522544,project-config,governance
522526,522737,openstack-ansible,openstack-ansible-os_nova
522526,522736,openstack-ansible,openstack-ansible-os_nova
522526,522735,openstack-ansible,openstack-ansible-os_nova
522526,522510,openstack-ansible,openstack-ansible-os_nova
522504,522507,project-config,openstack-zuul-jobs
522458,522507,bandit,openstack-zuul-jobs
522458,522504,bandit,project-config
522428,510437,congress,project-config
522428,510440,congress,openstack-zuul-jobs
522406,507963,puppet-tripleo,tripleo-heat-templates
522377,522320,project-config,aodh
522377,522366,project-config,aodh
522377,484923,project-config,aodh
522223,513275,requirements,project-config
522222,513275,requirements,project-config
522208,522101,python-novaclient,project-config
522208,522102,python-novaclient,openstack-zuul-jobs
522207,522101,python-novaclient,project-config
522207,522102,python-novaclient,openstack-zuul-jobs
522200,522197,project-config,openstack-zuul-jobs
522191,522197,blazar,openstack-zuul-jobs
522191,522200,blazar,project-config
522139,522166,project-config,governance
522108,511152,freezer-web-ui,project-config
522108,511151,freezer-web-ui,openstack-zuul-jobs
522101,522102,project-config,openstack-zuul-jobs
522099,522101,python-novaclient,project-config
522099,522102,python-novaclient,openstack-zuul-jobs
521749,521750,openstack-ansible,openstack-ansible-repo_server
521723,521779,python-cinderclient,project-config
521723,521787,python-cinderclient,openstack-zuul-jobs
521713,521714,project-config,openstack-zuul-jobs
521711,510437,congress,project-config
521711,510440,congress,openstack-zuul-jobs
521627,521713,patrole,project-config
521627,521714,patrole,openstack-zuul-jobs
521350,521349,project-config,openstack-zuul-jobs
521338,521339,heat,project-config
520978,509194,heat,project-config
520626,519533,oslo.messaging,project-config
520371,520370,neutron,neutron-tempest-plugin
519603,495291,masakari,masakari
519567,519578,project-config,governance
519328,519329,project-config,openstack-zuul-jobs
519289,513576,project-config,openstack-zuul-jobs
519212,519211,project-config,openstack-zuul-jobs
519198,520237,neutron,neutron-tempest-plugin
519075,519047,heat-dashboard,openstack-zuul-jobs
518761,506185,mistral-lib,mistral
518689,506185,mistral-lib,mistral
518355,513275,requirements,project-config
518354,513275,requirements,project-config
518351,518350,project-config,openstack-zuul-jobs
518349,518351,openstack-zuul-jobs,project-config
518348,513275,requirements,project-config
518340,513275,requirements,project-config
517898,517897,networking-odl,project-config
517768,517769,project-config,openstack-zuul-jobs
517767,517768,requirements,project-config
517763,517765,dib-utils,project-config
517762,517761,project-config,openstack-zuul-jobs
517760,517762,openstack-zuul-jobs,project-config
517758,517759,project-config,openstack-zuul-jobs
517577,517624,project-config,governance
517415,517416,project-config,openstack-zuul-jobs
517336,529379,project-config,project-config
517336,517339,project-config,governance
517250,517249,project-config,openstack-zuul-jobs
517217,510414,project-config,openstack-zuul-jobs
517212,517217,barbican-tempest-plugin,project-config
517193,517178,openstack-zuul-jobs,puppet-openstack-cookiecutter
517095,517087,project-config,openstack-zuul-jobs
517035,517036,project-config,openstack-zuul-jobs
516997,516996,openstack-zuul-jobs,project-config
516996,516998,project-config,openstack-zuul-jobs
516884,516877,project-config,governance
516874,516877,project-config,governance
516866,516858,openstack-zuul-jobs,project-config
516858,516972,project-config,openstack-zuul-jobs
516724,516744,project-config,openstack-zuul-jobs
516673,516684,project-config,governance
516503,516504,project-config,openstack-zuul-jobs
516449,532239,puppet-manila,tripleo-heat-templates
